지역,이름,세부내용,아이콘,경도,위도,방문여부,충전소명,급속충전가능여부,충전소경도,충전소위도
,,,,,,,제주프랜,N,126.267164,33.40194338
,,,,,,,아일랜드힐,Y,126.2796338,33.34711291
,,,,,,,제주담스파빌,N,126.2253178,33.38567338
,,,,,,,앤트러사이트(동아물산),Y,126.2582303,33.40789487
,,,,,,,돈내코순두부한림점,Y,126.2824888,33.40970367
,,,,,,,성아자동차공업사,N,126.2754372,33.42206493
,,,,,,,금악주유소,Y,126.2984609,33.35329748
,,,,,,,화북동 공영주차장(화북일동 11-7),Y,126.5712817,33.5198132
,,,,,,,동화초등학교 맞은편 공영주차장,Y,126.5745354,33.5179212
,,,,,,,중문동주민센터,Y,126.4336393,33.25333129
,,,,,,,중문메리디안,N,126.435335,33.25397374
,,,,,,,WE호텔(한라의료재단),N,126.4440336,33.28616473
,,,,,,,중문제일행복한 홈스쿨지역아동센터,N,126.4332519,33.254145
,,,,,,,모이라펜션,N,126.5871454,33.27908388
,,,,,,,빅토르투자개발,N,126.5814377,33.2793461
,,,,,,,꿈꾸는 노마드,N,126.4995561,33.24169811
,,,,,,,비전지역아동센터,N,126.5008946,33.26234316
,,,,,,,뉴월드 골프타운,N,126.5069543,33.26251197
,,,,,,,명성레져개발,N,126.4943432,33.25778008
,,,,,,,에띠에호스텔,N,126.4941424,33.2352943
,,,,,,,강정보건지소,Y,126.4772283,33.23759944
,,,,,,,호텔 빠레브 주식회사,N,126.5066913,33.2523353
,,,,,,,풍경호스텔,N,126.5528623,33.24237001
,,,,,,,주식회사 선샤인,N,126.553327,33.2434345
,,,,,,,풍경호텔,N,126.553412,33.24484246
,,,,,,,천지연폭포 주차장,N,126.5596704,33.2447447
,,,,,,,천지연폭포 주차장,Y,126.5596704,33.2447447
,,,,,,,삼매봉도서관,N,126.552097,33.2443256
,,,,,,,삼매봉도서관,Y,126.552097,33.2443256
,,,,,,,대발이파크,Y,126.7042434,33.27434685
,,,,,,,뜨리바다펜션,N,126.7000486,33.27181944
,,,,,,,남원읍 공영주차장,Y,126.7214486,33.2788184
,,,,,,,남원1리마을회,N,126.7161553,33.27781885
,,,,,,,남원하나로마트,Y,126.7215534,33.28429396
,,,,,,,지중해리조트,N,126.7467717,33.2829039
,,,,,,,한남리마을회,N,126.6951653,33.31185074
,,,,,,,태흥3리마을회,N,126.7584735,33.29359307
,,,,,,,백통신원 기린산장,N,126.639049,33.32268217
,,,,,,,동국개발(스프링데일C.C),N,126.6384879,33.3295216
,,,,,,,수망관광휴양펜션,N,126.6983019,33.33650161
,,,,,,,남원의례회관 주차장,Y,126.7114506,33.2948173
,,,,,,,(재)테크노파크 생물종다양성연구소,Y,126.634748,33.31464154
,,,,,,,(재)테크노파크 생물종다양성연구소,Y,126.634748,33.31464154
,,,,,,,제주공천포전지훈련센터,Y,126.6409081,33.27680559
,,,,,,,신례1리마을회,N,126.6272191,33.28812221
,,,,,,,신례1리마을회,N,126.6272191,33.28812221
,,,,,,,신흥1리 새마을회,N,126.7669485,33.304171
,,,,,,,해비치호텔앤드리조트,N,126.7218983,33.36231061
,,,,,,,위미1리마을회,N,126.6571928,33.2737995
,,,,,,,은빌레펜션,N,126.716797,33.3117075
,,,,,,,펜션정원,N,126.7751676,33.30642033
,,,,,,,해든빌레펜션,N,126.6616823,33.29197517
,,,,,,,신흥2리마을회,N,126.7456046,33.3211735
,,,,,,,위미의례회관,Y,126.6576884,33.28980033
,,,,,,,금앤옥통나무펜션,N,126.6293628,33.2830034
,,,,,,,서귀포농업기술센터,N,126.6072502,33.28833481
,,,,,,,서귀포농업기술센터,Y,126.6072502,33.28833481
,,,,,,,태흥2리마을회,N,126.7451648,33.2877337
,,,,,,,위미농협,Y,126.6608179,33.2745832
,,,,,,,느영나영초가집,N,126.6989381,33.2751564
,,,,,,,금호리조트,N,126.7027559,33.27365445
,,,,,,,동부보건소,N,126.7034172,33.27562882
,,,,,,,동부보건소,Y,126.7034172,33.27562882
,,,,,,,남원생활체육관,Y,126.705244,33.27810723
,,,,,,,남원생활체육관,Y,126.705244,33.27810723
,,,,,,,호텔이디,N,126.7204703,33.27921714
,,,,,,,남원읍사무소,Y,126.7206785,33.27989564
,,,,,,,태흥1리마을회,N,126.733118,33.2834217
,,,,,,,마더카페,N,126.7415575,33.28130762
,,,,,,,CU 서귀태흥점,Y,126.7575155,33.2929303
,,,,,,,대한예수교장로회태흥교회,N,126.7446837,33.290735
,,,,,,,하례1리마을회,N,126.6253505,33.2691981
,,,,,,,의귀리마을회,N,126.7133052,33.31033951
,,,,,,,농업회사법인가뫼불,N,126.693455,33.2899733
,,,,,,,가파도 마을회관,N,126.2735293,33.1664333
,,,,,,,상남아크로타워,Y,126.2782605,33.28070729
,,,,,,,세인트존스베리아카데미 제주(St. Johnsbury Academy Jeju),N,126.2843115,33.2852936
,,,,,,,제이라움,N,126.1904548,33.2564363
,,,,,,,신도1리마을회,N,126.1917502,33.278433
,,,,,,,대정문화체육센터,Y,126.2355124,33.26392712
,,,,,,,제이앤클로이,N,126.1889147,33.25726656
,,,,,,,송악산 공영주차장,Y,126.2867586,33.2059597
,,,,,,,상모1리마을회,N,126.2694199,33.22637183
,,,,,,,서림교회,N,126.2255605,33.24622627
,,,,,,,무릉문화의집,N,126.1989574,33.2734542
,,,,,,,무릉문화의집,Y,126.1989574,33.2734542
,,,,,,,마라도 가는 여객선,Y,126.2905823,33.20739732
,,,,,,,서귀포시서부종합사회복지관,Y,126.2478797,33.22390252
,,,,,,,대한예수교장로회모슬포제일교회,N,126.2498633,33.22125293
,,,,,,,영어교육도신 한신더휴아파트,N,126.2803435,33.28691522
,,,,,,,삼정지에듀아파트,N,126.2742565,33.28408845
,,,,,,,제주 곶자왈 도립공원입구,Y,126.2735723,33.28322252
,,,,,,,영어교육도시119센터,Y,126.2733586,33.27896208
,,,,,,,대정 영어교육도시,N,126.2818294,33.28794082
,,,,,,,대정 영어교육도시,Y,126.2818294,33.28794082
,,,,,,,가온누리,N,126.2534033,33.22781273
,,,,,,,대정119센터,N,126.240854,33.23251532
,,,,,,,희준카센타,Y,126.2221662,33.24693381
,,,,,,,무릉2리마을회,N,126.235267,33.27484586
,,,,,,,구억리마을회,N,126.2791538,33.2728481
,,,,,,,신평리마을회,N,126.2591074,33.2653436
,,,,,,,하모1리 마을회,N,126.2575365,33.21596122
,,,,,,,서부보건소,Y,126.2532449,33.21867302
,,,,,,,안성리마을회,N,126.2818826,33.2501849
,,,,,,,제주추사관,Y,126.2789466,33.2499613
,,,,,,,제주추사관,Y,126.2789466,33.2499613
,,,,,,,제주추사관,N,126.2789466,33.2499613
,,,,,,,하모2리주차장,Y,126.2504231,33.2238582
,,,,,,,대정감협 인근 공영주차장,Y,126.2520661,33.2230292
,,,,,,,대정읍사무소,N,126.2521329,33.22682775
,,,,,,,인성리 사무실,N,126.2804411,33.24780035
,,,,,,,송악리조트렌트,N,126.2916634,33.21232307
,,,,,,,서귀포강정LH아파트,N,126.5022416,33.25326054
,,,,,,,서귀포자연휴양림,N,126.4587607,33.31150025
,,,,,,,뷰티플리조트,N,126.4465551,33.24314699
,,,,,,,하이랜드,N,126.4455587,33.24256551
,,,,,,,파밀리아 호텔,N,126.4380067,33.240958
,,,,,,,에리두,N,126.4346153,33.24175167
,,,,,,,대천동주민센터,N,126.477585,33.2507866
,,,,,,,대천동주민센터,Y,126.477585,33.2507866
,,,,,,,돈내코유원지 주차장,Y,126.5847998,33.30024253
,,,,,,,돈내코힐리조트,N,126.5786673,33.30276818
,,,,,,,제주권역재활병원,Y,126.5624668,33.25288112
,,,,,,,정방동문화의집,Y,126.5702672,33.2465421
,,,,,,,홍로공영주차장,Y,126.5671727,33.2663197
,,,,,,,한빛 분향소,N,126.5671727,33.2663197
,,,,,,,대한예수교장로회 서귀포교회,N,126.5671727,33.2663197
,,,,,,,성지,N,126.5750443,33.25542766
,,,,,,,동홍동주민센터,N,126.5689267,33.2578824
,,,,,,,동홍동주민센터,Y,126.5689267,33.2578824
,,,,,,,서귀포중앙 골프연습장,N,126.5639609,33.27442085
,,,,,,,서귀포시민회관,Y,126.5667351,33.25169148
,,,,,,,녹지제주헬스케어타운 유한회사,N,126.5668704,33.2612364
,,,,,,,서귀포테니스장,Y,126.5642119,33.25759736
,,,,,,,코리아마트,Y,126.570198,33.2523774
,,,,,,,코리아마트,Y,126.570198,33.2523774
,,,,,,,퐁낭작은도서관 앞 공영주차장(비석거리),Y,126.5722626,33.25544697
,,,,,,,서귀포 자기주도학습지원센터,Y,126.5703212,33.25129639
,,,,,,,막동주차장,N,126.5209467,33.2558886
,,,,,,,강정포구횟집,N,126.4758302,33.2288117
,,,,,,,더베이리조트,N,126.5934867,33.24120025
,,,,,,,(주)이레,N,126.7786436,33.40269826
,,,,,,,한국전력 제주본주 서귀포지사,Y,126.5107961,33.2541046
,,,,,,,월드컵경기장 인근 공영주차장,Y,126.5110332,33.2481172
,,,,,,,귤낭하우스,N,126.5218882,33.243023
,,,,,,,오랑제리펜션,N,126.5144709,33.24471457
,,,,,,,장안그랜드빌리지자치회,N,126.5970986,33.24160151
,,,,,,,밀레니엄빌,N,126.5900386,33.2452066
,,,,,,,보목하수처리장,Y,126.5914917,33.243313
,,,,,,,자치경찰단서귀포지역대청사,N,126.5657339,33.24495461
,,,,,,,자치경찰단서귀포지역대청사,Y,126.5657339,33.24495461
,,,,,,,해담은,N,126.3032638,33.2394792
,,,,,,,제주아이브,N,126.4960969,33.28877784
,,,,,,,치유의숲,N,126.5279042,33.29193935
,,,,,,,누가빌리지 주식회사,N,126.5729395,33.29628579
,,,,,,,㈜상효원,Y,126.5860938,33.3072182
,,,,,,,색달쓰레기매립장,N,126.417335,33.30720877
,,,,,,,색달쓰레기매립장,Y,126.417335,33.30720877
,,,,,,,모던플레이스,N,126.394765,33.2679552
,,,,,,,㈜레이크힐스리조트제주,N,126.376896,33.2674383
,,,,,,,중문예촌펜션,N,126.3938756,33.2680297
,,,,,,,대유랜드,Y,126.3942294,33.27897873
,,,,,,,영농조합법인 서귀포 한라,N,126.5990713,33.30018851
,,,,,,,제스코마트 서귀포점,Y,126.595773,33.26291899
,,,,,,,오아시스휴양펜션,N,126.5992505,33.26663774
,,,,,,,중문관광단지,Y,126.4111118,33.2814107
,,,,,,,중문리조트,N,126.4156439,33.262578
,,,,,,,호텔더본제주,N,126.4064992,33.2595341
,,,,,,,중앙공영주차장,Y,126.5599672,33.2499207
,,,,,,,중앙공영주차장,Y,126.5599672,33.2499207
,,,,,,,천지공영주차장,Y,126.5594295,33.2515976
,,,,,,,아랑조을거리 공영주차장,Y,126.5603076,33.2477823
,,,,,,,정방동공영주차장,Y,126.5631604,33.247828
,,,,,,,서귀포성당 뒤 주차장(솔동산로근처),Y,126.5643308,33.24142252
,,,,,,,파인힐호텔,N,126.5643308,33.24142252
,,,,,,,평생학습관 주차장,N,126.5585443,33.2493458
,,,,,,,대륜동문화복지센터,Y,126.5133719,33.25017414
,,,,,,,서귀포 해양경비안전서,Y,126.5138549,33.25131569
,,,,,,,서귀포소방서,Y,126.5140964,33.24956387
,,,,,,,서귀포혁신도시공영주차장(국토교통부인재개발원 앞),Y,126.5426136,33.2612345
,,,,,,,샤뜰레펜션,N,126.5288379,33.24842323
,,,,,,,휴마루 호스텔 카페,N,126.5547345,33.24387704
,,,,,,,CU 서귀외돌개점,Y,126.5547833,33.2438918
,,,,,,,동홍119센터,N,126.9181682,33.44986449
,,,,,,,걸매축구장,Y,126.5545758,33.24919583
,,,,,,,성산하수처리장,Y,126.9189457,33.45171152
,,,,,,,플레이스,N,126.9181682,33.44986449
,,,,,,,성산읍 공영주차장,Y,126.9162598,33.44800589
,,,,,,,튤립제주에이엠씨,N,126.9184417,33.44268423
,,,,,,,제주티라,N,126.9187393,33.44180806
,,,,,,,호텔마레,N,126.9331057,33.4719124
,,,,,,,성산포 성당,N,126.9139175,33.45432278
,,,,,,,성산보건지소,N,126.9157493,33.44655575
,,,,,,,디아일랜드마리나호텔,N,126.9145264,33.45210524
,,,,,,,휴리조트,N,126.8940423,33.42096574
,,,,,,,더썸하우스,N,126.9065691,33.4433216
,,,,,,,키아오라 펜션,N,126.9048957,33.43430761
,,,,,,,난산리마을회,N,126.8707916,33.4011831
,,,,,,,난산리 다목적회관,Y,126.8710112,33.4010138
,,,,,,,제주황금다래영농조합법인,N,126.8271707,33.37276945
,,,,,,,김영갑갤러리,Y,126.8541795,33.37197822
,,,,,,,지에스25(GS25)수산삼거리점,N,126.888659,33.44359874
,,,,,,,블루핸즈(성산점),N,126.9061263,33.44601148
,,,,,,,KT성산포지점,Y,126.9117869,33.44681266
,,,,,,,모구리야영장,Y,126.8207369,33.40585335
,,,,,,,주식회사 어라운드폴리,N,126.8359274,33.41579935
,,,,,,,고투베드,N,126.855097,33.42732061
,,,,,,,GS성산아로하점,N,126.9310406,33.466498
,,,,,,,브리즈베이호텔,N,126.9308464,33.46659527
,,,,,,,성산포 공영주차장(야외),Y,126.9091349,33.47751596
,,,,,,,청솔나무집,N,126.9323126,33.46241261
,,,,,,,성산리사무소,N,126.9340253,33.4636138
,,,,,,,수산1리 복지회관,Y,126.8829301,33.445846
,,,,,,,아띠랑스,N,126.9218897,33.46896299
,,,,,,,해비치안,N,126.9156975,33.43787139
,,,,,,,신풍지역아동센터,N,126.8344359,33.3616733
,,,,,,,신풍리마을회,N,126.8402305,33.36262747
,,,,,,,GS25성산오조점,Y,126.6101729,33.2722806
,,,,,,,나무향가득펜션,N,126.9004511,33.40154301
,,,,,,,성산아쿠아비치호텔,N,126.9119979,33.4483373
,,,,,,,성산읍사무소,Y,126.9109786,33.44210928
,,,,,,,성산읍사무소,Y,126.9109786,33.44210928
,,,,,,,신산 청소년 문화의 집,Y,126.8772908,33.38126469
,,,,,,,메모리아리조트,N,126.8723834,33.37412972
,,,,,,,잠도둑 게스트하우스,Y,126.8643775,33.3588533
,,,,,,,동부골프연습장,N,126.9039079,33.46237584
,,,,,,,동부소방서,N,126.9096477,33.460229
,,,,,,,동부소방서,Y,126.9096477,33.460229
,,,,,,,동부소방서,Y,126.9096477,33.460229
,,,,,,,동부종합사회복지관,Y,126.9132024,33.44668383
,,,,,,,성산일출봉 공영주차장,Y,126.9353331,33.46260176
,,,,,,,성산일출봉 공영주차장,Y,126.9353331,33.46260176
,,,,,,,일출랜드,Y,126.8419921,33.38194607
,,,,,,,블루마운틴커피랜드,N,126.8373056,33.38007907
,,,,,,,신풍리 사무소,N,126.8354996,33.36120026
,,,,,,,여유펜션매점,N,126.910958,33.46649242
,,,,,,,성산핫플게스트하우스,N,126.932863,33.4660255
,,,,,,,더클라우드풀앤스파,N,126.9351432,33.46911849
,,,,,,,더클라우드풀앤스파,N,126.9351432,33.46911849
,,,,,,,썬레이크빌제주휴양펜션,N,126.9133838,33.467502
,,,,,,,게스트하우스에버,N,126.9153281,33.46830591
,,,,,,,주식회사 아름다운리조트,N,126.9099937,33.47518323
,,,,,,,주식회사 아름다운리조트,N,126.9099937,33.47518323
,,,,,,,봄그리고가을리조트,Y,126.9110984,33.47414532
,,,,,,,더포그레이스리조트,Y,126.9105636,33.4734237
,,,,,,,온더스톤,N,126.9178478,33.47025508
,,,,,,,혼인지,Y,126.8940798,33.414842
,,,,,,,갯그시,N,126.9046505,33.39894965
,,,,,,,세븐일레븐 온평,Y,126.9090256,33.41319489
,,,,,,,중문랜드,Y,126.3855732,33.26367728
,,,,,,,중문훼미리콘도미니엄,N,126.3836383,33.2659029
,,,,,,,송산동주민센터,N,126.5660083,33.2450378
,,,,,,,동원리조트,N,126.5625869,33.240833
,,,,,,,쇠소깍 공영주차장,Y,126.6224923,33.2542498
,,,,,,,현대1차 연립주택,N,126.511775,33.24943215
,,,,,,,강정코아루아파트 2단지,N,126.504505,33.25837278
,,,,,,,강정코아루아파트 1단지,N,126.5050294,33.25977059
,,,,,,,강정코아루아파트 3단지,N,126.5051676,33.25884787
,,,,,,,감사위원회,N,126.5095663,33.25602698
,,,,,,,서귀포시청2청사,Y,126.510526,33.25557995
,,,,,,,나우씨앤씨,N,126.609518,33.26024359
,,,,,,,도라미펜션,N,126.609518,33.26024359
,,,,,,,안덕계곡 주차장,Y,126.3532545,33.2576211
,,,,,,,감산리마을회,N,126.353888,33.2594855
,,,,,,,㈜씨제이대한통운 클럽나인브릿지,N,126.4057082,33.34202079
,,,,,,,메밀가공시설,Y,126.379672,33.3280672
,,,,,,,캐슬렉스 제주,N,126.348768,33.34021696
,,,,,,,라림부띠끄호텔,N,126.3629425,33.23682499
,,,,,,,동광리마을회,N,126.3399474,33.30760418
,,,,,,,토이파크,Y,126.345365,33.31896085
,,,,,,,서귀포시산림조합,N,126.3471034,33.31164533
,,,,,,,동광 R 주차장,Y,126.3416458,33.3109558
,,,,,,,서커스월드공연장,Y,126.3448193,33.31438502
,,,,,,,카멜리아힐,N,126.368349,33.29004435
,,,,,,,외가집아귀찜,N,126.361637,33.2788553
,,,,,,,상천리마을회,N,126.3371482,33.2496801
,,,,,,,알랑가하우스,N,126.3065651,33.2288607
,,,,,,,젠,N,126.3085157,33.2292312
,,,,,,,오션하우스,N,126.3101845,33.2348125
,,,,,,,제주해안휴양펜션,N,126.2993595,33.22751382
,,,,,,,용머리해안(주차장),Y,126.3113692,33.23367942
,,,,,,,로하스펜션,N,126.297891,33.23675973
,,,,,,,바람불어 좋은날,N,126.297875,33.23714193
,,,,,,,미르빌,N,126.3063479,33.24622365
,,,,,,,신화역사공원 직원 기숙사,N,126.3113692,33.23367942
,,,,,,,산방산 주차장,Y,126.3119793,33.2359439
,,,,,,,세븐일레븐 산방산로드,Y,126.3070167,33.2376527
,,,,,,,제주아리랑,N,126.3052479,33.2496347
,,,,,,,J두빛나래리조트,N,126.299374,33.23698809
,,,,,,,유한회사 루시드엠,N,126.300409,33.23689654
,,,,,,,사계리마을회,N,126.298095,33.2310852
,,,,,,,에스케이핀크스 주식회사,N,126.3928897,33.31431906
,,,,,,,신화역사공원 조성사업,Y,126.3108907,33.2991069
,,,,,,,제주신화월드호텔앤리조트,Y,126.3163542,33.30497395
,,,,,,,신화빌라스(서머셋 리조트),Y,126.3176084,33.30275207
,,,,,,,신화 테마파크,N,126.3075544,33.3065373
,,,,,,,건강과 성박물관,Y,126.3465819,33.25484822
,,,,,,,서귀포시 축협,N,126.3180396,33.29093976
,,,,,,,세계자동차제주박물관,N,126.349009,33.28294084
,,,,,,,봉you,N,126.328214,33.28684416
,,,,,,,소인국테마파크,Y,126.3224948,33.29011662
,,,,,,,GS25 서광점,Y,126.3220078,33.28923399
,,,,,,,춘심이네,N,126.3705871,33.26447846
,,,,,,,㈜백상,N,126.3050801,33.2762284
,,,,,,,쉴띠하우스,N,126.3654874,33.27246273
,,,,,,,(의)새소망의료재단,N,126.3621079,33.27786233
,,,,,,,테디밸리골프앤리조트,N,126.3485636,33.292611
,,,,,,,안덕면 종합복지회관,Y,126.3330899,33.2458455
,,,,,,,안덕면 종합복지회관,Y,126.3330899,33.2458455
,,,,,,,안덕농협하나로마트,Y,126.3334399,33.24671442
,,,,,,,청소년 문화의 집,Y,126.3371369,33.24963365
,,,,,,,안덕우체국 뒤 주차장,Y,126.3353527,33.2462682
,,,,,,,안덕산방도서관,N,126.3306509,33.2550127
,,,,,,,안덕생활체육관,Y,126.3284065,33.25609299
,,,,,,,안덕면사무소,N,126.330623,33.2575319
,,,,,,,안덕면사무소,Y,126.330623,33.2575319
,,,,,,,안덕보건지소,N,126.3314017,33.2505519
,,,,,,,한국남부발전㈜ 남제주발전본부,N,126.3407335,33.23682107
,,,,,,,영실매표소,Y,126.4805139,33.34010219
,,,,,,,예래5동마을회,N,126.3732918,33.2365993
,,,,,,,예래동주민센터,N,126.3978682,33.2542814
,,,,,,,예래동주민센터,Y,126.3978682,33.2542814
,,,,,,,상예1동마을회,N,126.3904119,33.2487318
,,,,,,,㈜소프트라인 제주지점,N,126.3699316,33.23410163
,,,,,,,색달하수처리장,N,126.3962072,33.24239704
,,,,,,,월드컵경기장,Y,126.5092777,33.24621974
,,,,,,,월드컵경기장,Y,126.5092777,33.24621974
,,,,,,,폴에이리조트,N,126.5120206,33.24462564
,,,,,,,GS25 대포점,Y,126.436134,33.23916549
,,,,,,,자광원,Y,126.4484676,33.24751935
,,,,,,,아프리카박물관,N,126.4293238,33.23970787
,,,,,,,켄싱턴리조트 서귀포점,N,126.4890087,33.23367775
,,,,,,,조은리조트,N,126.4920943,33.23593688
,,,,,,,마린포트,N,126.4948236,33.23547578
,,,,,,,레지나펜션,N,126.4994886,33.23696609
,,,,,,,레지나,N,126.5000913,33.23663311
,,,,,,,주식회사 파미유,N,126.5028988,33.23499258
,,,,,,,모루티,N,126.5183776,33.24140455
,,,,,,,서귀포시장애인종합사회복지관,Y,126.5845835,33.2869372
,,,,,,,효돈119센터,N,126.6077599,33.260795
,,,,,,,한우명품관,Y,126.5884548,33.25714979
,,,,,,,롯데하이마트 서귀포점,Y,126.5660372,33.2539126
,,,,,,,현대오일뱅크 선반내주유소,Y,126.5508464,33.25302362
,,,,,,,서귀포 귤림성,N,126.5362708,33.25029409
,,,,,,,대륜동주민센터,N,126.5111853,33.2481892
,,,,,,,대륜동주민센터,Y,126.5111853,33.2481892
,,,,,,,이마트서귀포점,N,126.5091156,33.24833973
,,,,,,,이마트서귀포점,Y,126.5091156,33.24833973
,,,,,,,제주조각공원,N,126.3222876,33.25413034
,,,,,,,맥도날드월드컵점,N,126.5073585,33.24938228
,,,,,,,서귀포의료원,Y,126.5629493,33.25598081
,,,,,,,대한예수교장로회서귀포제일교회,N,126.5771682,33.2520997
,,,,,,,제일요양원,N,126.5778452,33.25229231
,,,,,,,상예2마을회,N,126.3769642,33.26571898
,,,,,,,㈜부영주택 제주부영호텔 리조트,N,126.4232494,33.242548
,,,,,,,중문컨벤션센터,Y,126.4244423,33.24129026
,,,,,,,제주국제평화센터,Y,126.4213178,33.24518881
,,,,,,,중문스테이,N,126.4294852,33.24591178
,,,,,,,박물관은살아있다,N,126.4097714,33.2549224
,,,,,,,하얏트리젠시제주호텔,N,126.4059648,33.24461513
,,,,,,,롯데호텔,Y,126.4103936,33.2485349
,,,,,,,롯데호텔,Y,126.4103936,33.2485349
,,,,,,,켄싱턴제주호텔,N,126.4061042,33.25001831
,,,,,,,신라호텔,Y,126.4071948,33.2467885
,,,,,,,자청비 농수산물,N,126.4266678,33.2626185
